1694085989746|10|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1694182813640|0|commit|connection 4|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182819882|0|statement|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='1'
1694182819899|10|statement|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182819936|14|statement|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values ('1', '1', '1', '1', 1)
1694182819940|1|commit|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182824442|1|statement|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182824449|3|statement|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values (?, ?, ?, ?, ?, 'B', ?)|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values ('2', 2, 2, '2', '2', 'B', 2)
1694182824453|4|commit|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182824465|1|statement|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182824475|0|commit|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182826878|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694182826881|0|commit|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182826884|1|statement|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182826886|0|commit|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182830098|1|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_0_, member0_.city as city2_4_0_, member0_.street as street3_4_0_, member0_.zipcode as zipcode4_4_0_, member0_.name as name5_4_0_ from member member0_ where member0_.member_id=?|select member0_.member_id as member_i1_4_0_, member0_.city as city2_4_0_, member0_.street as street3_4_0_, member0_.zipcode as zipcode4_4_0_, member0_.name as name5_4_0_ from member member0_ where member0_.member_id=1
1694182830113|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=?|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=2
1694182830115|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182830117|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182830120|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182830125|2|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into delivery (city, street, zipcode, status, delivery_id) values (?, ?, ?, ?, ?)|insert into delivery (city, street, zipcode, status, delivery_id) values ('1', '1', '1', NULL, 4)
1694182830134|5|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into orders (delivery_id, member_id, order_date, status, order_id) values (?, ?, ?, ?, ?)|insert into orders (delivery_id, member_id, order_date, status, order_id) values (4, 1, '2023-09-08T23:20:30.114+0900', 'ORDER', 3)
1694182830136|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into order_item (count, item_id, order_id, order_price, order_item_id) values (?, ?, ?, ?, ?)|insert into order_item (count, item_id, order_id, order_price, order_item_id) values (1, 2, 3, 2, 5)
1694182830140|1|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|update item set name=?, price=?, stock_quantity=?, author=?, isbn=? where item_id=?|update item set name='2', price=2, stock_quantity=1, author='2', isbn='2' where item_id=2
1694182830147|5|commit|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182830159|3|statement|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182830165|0|commit|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182897874|2|statement|connection 12|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182897880|0|commit|connection 12|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182904311|1|statement|connection 13|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182904315|0|commit|connection 13|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182983209|3|statement|connection 14|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182983213|0|commit|connection 14|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182984371|0|statement|connection 15|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182984373|0|commit|connection 15|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182985011|2|statement|connection 16|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182985013|0|commit|connection 16|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182985190|1|statement|connection 17|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182985192|0|commit|connection 17|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182985404|0|statement|connection 18|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182985405|0|commit|connection 18|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182986157|0|statement|connection 19|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182986162|2|commit|connection 19|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183013628|7|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1694183013631|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1694183013636|4|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1694183013637|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists item CASCADE |     drop table if exists item CASCADE 
1694183013638|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1694183013640|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
1694183013642|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists orders CASCADE |     drop table if exists orders CASCADE 
1694183013643|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
1694183013645|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1694183013650|4|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )
1694183013652|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table category_item (        category_id bigint not null,         item_id bigint not null     )|     create table category_item (        category_id bigint not null,         item_id bigint not null     )
1694183013654|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )
1694183013656|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )
1694183013656|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )
1694183013657|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )
1694183013657|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )
1694183013661|3|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1694183013664|2|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1694183013670|6|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1694183013672|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1694183013673|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1694183013676|2|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1694183013677|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1694183016208|5|statement|connection 4|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694183016225|3|commit|connection 4|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183038640|0|statement|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='1'
1694183038655|6|statement|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694183038711|1|statement|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values ('1', '1', '1', '1', 1)
1694183038715|0|commit|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183045865|1|statement|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694183045874|1|statement|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values (?, ?, ?, ?, ?, 'B', ?)|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values ('1', 1, 11, '1', '1', 'B', 2)
1694183045875|0|commit|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183045893|1|statement|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694183045906|0|commit|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183048244|1|statement|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694183048247|0|commit|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183048250|0|statement|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694183048251|0|commit|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183052906|4|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_0_, member0_.city as city2_4_0_, member0_.street as street3_4_0_, member0_.zipcode as zipcode4_4_0_, member0_.name as name5_4_0_ from member member0_ where member0_.member_id=?|select member0_.member_id as member_i1_4_0_, member0_.city as city2_4_0_, member0_.street as street3_4_0_, member0_.zipcode as zipcode4_4_0_, member0_.name as name5_4_0_ from member member0_ where member0_.member_id=1
1694183052918|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=?|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=2
1694183052920|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694183052921|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694183052923|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694183052927|1|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into delivery (city, street, zipcode, status, delivery_id) values (?, ?, ?, ?, ?)|insert into delivery (city, street, zipcode, status, delivery_id) values ('1', '1', '1', NULL, 4)
1694183052931|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into orders (delivery_id, member_id, order_date, status, order_id) values (?, ?, ?, ?, ?)|insert into orders (delivery_id, member_id, order_date, status, order_id) values (4, 1, '2023-09-08T23:24:12.919+0900', 'ORDER', 3)
1694183052933|0|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into order_item (count, item_id, order_id, order_price, order_item_id) values (?, ?, ?, ?, ?)|insert into order_item (count, item_id, order_id, order_price, order_item_id) values (1, 2, 3, 1, 5)
1694183052948|10|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|update item set name=?, price=?, stock_quantity=?, author=?, isbn=? where item_id=?|update item set name='1', price=1, stock_quantity=10, author='1', isbn='1' where item_id=2
1694183052956|4|commit|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183052967|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694183052979|0|commit|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694183133722|7|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1694183133724|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1694183133724|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1694183133725|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists item CASCADE |     drop table if exists item CASCADE 
1694183133725|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1694183133726|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
1694183133728|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists orders CASCADE |     drop table if exists orders CASCADE 
1694183133729|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
